t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,intensidad_alta,es_hombre
0.4299900702656883,0.42327430508793384,0.46600924247598363,0.5373008105420117,0.4850538980197173,0.4652013009104468,0.4955209751538951,0.49939055723062586,0.507956262119146,0.5034935564065333,0.5026326151506955,0.4988774257883397,0.4521831258767063,0.42448592672101154,0.40717742453822486,0.3881501850849231,0.3962048415148771,0.3847842020331312,0.3972577611484326,0.5672483781491838,0.5333144692213263,0.4681947105487106,0.5247701369265296,0.54825696209034,0.5308282231997214,0.5456780520938371,0.5162262247012598,0.46782537477550334,0.4902125187108106,0.5516541697706763,0.5490378421815589,0.44229637326261667,0.42343227985278176,0.5176833460137608,0.5661268042566481,0.5621220091972388,0.47998792491320086,0.4366305302379671,0.4533087341422896,0.5334527832492013,0.6222390892680769,0.6381692167632881,0.6090531616408078,0.5205898941098516,0.48122000597913595,0.4738628436105933,0.4883641596072297,0.46674651771495135,0.49789507738927496,0.514613904919621,0.5303555638193432,0.44800398138071373,0.32382611642260983,0.41404504839617096,0.4722496578239298,0.43134710229155937,0.4159616404884753,0.3548116893509564,0.33566277092098107,0.32573668573568143,0.2894132944313982,0.2919825126168475,0.39830879396806074,0.44528515973094657,0.4736448327903012,0.4675767143672959,0.4763739531608332,0.4249286032166579,0.33171973828868645,0.33960672054332264,0.4347320506211442,0.46024262848657416,0.4285734639349592,0.35922630846925097,0.26453986524672457,0.2443716391078145,0.42990401016521446,0.5667048660740226,0.5571624995920461,0.4450402655601129,0.39026203323272685,0.3462599091251901,0.3462564032820426,0.3494924364313021,0.36086038624544947,0.36372266869278613,0.38597058568563125,0.41732473948405874,0.4243103383761175,0.43013055862518224,0.4180835078021955,0.414694843356534,0.3966295821946302,0.37004181868938185,0.3462671738042011,0.32314419169043107,0.3132305070873971,0.31678612373961096,0.32118030924132024,0.3088103823512712,0.3090385266925387,0.32160495665838856,0.3149014664952645,0.31633028626261284,0.3121803155009585,0.3044418904249805,0.3125878346559875,0.2958096407193311,0.2990082440897098,0.3002516355837472,0.2992477588415144,0.3065690122431103,0.3213061189798791,0.29687685404250885,0.28934890831669036,0.3036574390295605,0.31578403990020876,0.32215487069042514,0.33389680534153243,0.34331891071637055,0.3504241549480462,0.3570285253524855,0.36207200480210044,0.35055663518145486,0.35092114077977005,0.3520481312550983,0.34808005584457036,0.3499687179435235,0.3500579347868841,0.35529613352297656,1.0,0.0
0.30075828157643975,0.2867879963895329,0.2878970411347973,0.2895540867771501,0.2772641223794291,0.2830031819610616,0.2997723938514674,0.2965809311028397,0.29954141292209086,0.2854293194581664,0.28440422592517856,0.2854562053010459,0.27405022019112446,0.27251510071765,0.27414092940187723,0.26676483425972014,0.27455348466082863,0.26192859900832305,0.2689409171917524,0.28166609645642593,0.30709254839492045,0.3745914204720496,0.3482623036358742,0.335962182097311,0.2677885951715076,0.2952410863003782,0.3304404935648284,0.3515840874810744,0.3388802949106019,0.33651245729400003,0.26285084580383633,0.3005842982139428,0.44987501214696934,0.4998677567407065,0.5015131591266733,0.4194491794501799,0.29157204582678997,0.30209683732912956,0.3371751546938157,0.3085177366640707,0.31667126903915543,0.4203334703988001,0.49689494209048657,0.5621082609712674,0.5975384579074073,0.6013614326530149,0.6181412298809015,0.5322769808856501,0.44524151937350953,0.36327297103114653,0.395061926626497,0.42209095739580293,0.39638862180476486,0.2993633405762376,0.24099315021092038,0.2544513320203714,0.2706462863058188,0.2943551876816394,0.3649700051482495,0.3743318369340846,0.34419227169354494,0.3306741266834352,0.3152956592976871,0.2641312285358293,0.3226875692940367,0.3696626926428584,0.35729754923328405,0.25465447221761556,0.1884108682034628,0.3507015881628942,0.4331222358361104,0.3744069504113047,0.30845020250542754,0.2797884408143848,0.2185946912569301,0.21241216051702322,0.20114257859840307,0.23154844974961986,0.27776898174586795,0.29847056271269534,0.2915711942947485,0.26206850400267445,0.26852963189050333,0.2609142364893745,0.23032782279871677,0.19395208438775735,0.17870754073171435,0.1787799871321269,0.19038897452069353,0.20647652983324194,0.1875908398317292,0.19176166491030938,0.17734210748439116,0.1747329405663624,0.1757041942162133,0.1734374262877893,0.1720805640823896,0.18019069173745644,0.1853338981740088,0.18451893289184257,0.19299992113527364,0.21269541608812453,0.21219509250016716,0.21309637342279236,0.21009137078444312,0.20378681260834075,0.21161411031236121,0.2014329177063549,0.20503560248500252,0.20587194072788306,0.2030025208421029,0.20810921616354244,0.22300640429623042,0.20449462539885022,0.19837801041381697,0.20771791788329397,0.21980101883264191,0.22429581727801656,0.23209662618477211,0.24040878872295124,0.24821961449781887,0.2527266900216303,0.25659905117139237,0.24700205490680827,0.24789969009195073,0.24990972291681074,0.248349438936341,0.24858510613351703,0.24864847745026208,0.252369204823873,1.0,1.0
0.289916252709655,0.274540484031497,0.276597530924923,0.2824403496496415,0.2721091371295734,0.27112772002784064,0.3172861917769105,0.36943762544691783,0.35994471088975427,0.2823913113370923,0.2890133092026821,0.29247674495358644,0.25898324307365606,0.2603114687726799,0.26382449728450014,0.25811480671114967,0.26405635916709647,0.2509400596203832,0.25176356383612275,0.2654600315045744,0.3170757491268728,0.5495134604881498,0.6001916719937027,0.5875751486862405,0.4738015948519268,0.44782138028979296,0.34858096241856806,0.30397783686470126,0.3688804440402512,0.45416217016505245,0.462949938923656,0.365856287117631,0.22411953382039962,0.26918447460341255,0.4517961918729485,0.5213502175263205,0.5889338328404161,0.5719848155135974,0.4880634403303256,0.4107326624087684,0.3690920854972134,0.24909440328559174,0.3871992061871369,0.5116606870417199,0.49608727178319867,0.40686008203037105,0.40723318334914405,0.3752521362076333,0.39705440717120855,0.41237233800721873,0.46286180686913947,0.4748185461322305,0.47835610971662745,0.4489177811670654,0.4135402485500117,0.28129717598046544,0.23786188961914612,0.3482604799015995,0.400143789253788,0.3907931834203903,0.3087155292376499,0.23383608454610272,0.23471051513323615,0.22852837295201262,0.224462320180347,0.29887571878593017,0.3468302191322683,0.3511808178938441,0.3622190448252282,0.3649278387216469,0.3046806036841767,0.26149246178101093,0.33220430757924824,0.3703977343198407,0.3471378414867248,0.2839837386203545,0.19340858010389245,0.199170053228646,0.445691721769257,0.5000483163607732,0.41789436930286444,0.2996051742880107,0.25291430865466097,0.2306318684075087,0.22079885145640055,0.22087786664337927,0.2300359797545629,0.2610260210733594,0.2913909117179924,0.3034105561626528,0.28936392708264214,0.2949545085179481,0.27704965492234135,0.28925241440959154,0.2888373526626595,0.2720098994118144,0.24894415040156825,0.24787338147828958,0.2365606025102911,0.217938368035495,0.21947091594179485,0.2334124934513307,0.2258088036777145,0.2187807764533226,0.21203771044274428,0.20226606112340717,0.20832555868482633,0.19435151803108114,0.19739878725863158,0.1981808127748525,0.1974272631162628,0.20255526015212633,0.21770106270699968,0.1989320921243018,0.19375327350137228,0.2035674125357418,0.22105915211974952,0.23712698609772942,0.25464084127130227,0.2689987187058257,0.2773672904758005,0.2718322638185554,0.26934568740480125,0.26093755877910296,0.2606575965620364,0.25163985641211134,0.24755138335017138,0.24671853378247033,0.24567155956982117,0.2479039766906143,1.0,0.0
0.32753189200159677,0.3123116688590982,0.3146517235525751,0.3165266446075402,0.3037394516778489,0.308455798437183,0.3271267266565951,0.32202619561653734,0.3268739119526279,0.3144712395282373,0.3133233751816229,0.31397019348743227,0.30807686661306066,0.30788807250416367,0.30212180316867715,0.2953377968684278,0.3012360278330436,0.2887713697405659,0.2894297015941104,0.30190653051250793,0.27558087471198084,0.2107087141228347,0.18631770413612592,0.3348775371397651,0.31358341268897943,0.341281446715425,0.3343916248852935,0.34936753201781423,0.38630909174347217,0.4589806108123975,0.4854291184761358,0.4182948698300684,0.31734351616491996,0.4220505357717701,0.4943539058218376,0.49549208546689183,0.5652062128653252,0.629306279779291,0.5627160454576094,0.4780869398472338,0.464469868871777,0.5094188309935742,0.5405505666870235,0.5393671051152796,0.5210259725274436,0.5034096779748579,0.519938969858901,0.5261857526039403,0.5521848927258546,0.5326542616017083,0.5539546103336469,0.5529868238850696,0.49829479956551537,0.43586144061486065,0.42974226261624904,0.43084430619569103,0.49189588370090975,0.49693054210673515,0.45788957941320285,0.37180599284497545,0.3152319890675389,0.30142602030941146,0.2977636799236909,0.35934287566547957,0.4521792829938556,0.49359743970197306,0.48796462020186404,0.4701627735287472,0.4618295741886696,0.416951101542688,0.3727346277655942,0.36069309481935896,0.36214509992294297,0.3694017662656347,0.3316908200687877,0.2395450815839006,0.20679346324519482,0.386618050045315,0.5396305521008382,0.5309239080880284,0.43350398052661315,0.38467702759559563,0.3992458250010705,0.41593163907334696,0.4329586762848383,0.44917935844992996,0.4605911281312759,0.5103118859721154,0.5571120432179386,0.5593924251255838,0.5376964428303816,0.48938820020357904,0.4173485069028451,0.37476142562954734,0.363605396596482,0.36008487253475396,0.36115713531889015,0.3599135675367489,0.36390908142829026,0.35279158332834765,0.35934793167767315,0.36238444356341265,0.32650052180216593,0.3059099952231996,0.28244037396905863,0.26074285249194373,0.2593278999358051,0.243399729905235,0.24329198255431733,0.2417857076630699,0.2397066983083695,0.24115014299323578,0.25631277585159834,0.23708295749055203,0.22966163051976302,0.2396954253916705,0.2506480459318605,0.25571717399372773,0.2671701957328614,0.2716620030179393,0.2809964036580929,0.28398324287684273,0.28984552666473085,0.27729630314931397,0.27651933074233787,0.2777832773806245,0.2752202360443845,0.2772552045530135,0.2788931481452027,0.281184086137894,0.0,0.0
0.31724535251968594,0.30194704867128963,0.30429534873035347,0.30691560027483555,0.2953426757351184,0.30221741940810903,0.32005536320885636,0.31626496869085086,0.3201023428533692,0.3090654160942552,0.3067163319845003,0.3049984928361893,0.28911510986431255,0.28853132777540996,0.2916007909051392,0.28517602064857933,0.2897787257556702,0.27899987711638946,0.2841604608009036,0.3267898971644144,0.3185031471278044,0.35995636855589114,0.4412978298766247,0.46918409351451507,0.4134064176094148,0.4260500658864392,0.3986341003839059,0.36845015500608247,0.37726825076489756,0.4135335695003709,0.37240569426581094,0.3418650922942272,0.5011023305537659,0.5369386223047768,0.5196780828562262,0.46995804967644184,0.41250541679761654,0.5000014516299573,0.5587877165722663,0.5635398307493822,0.5537145052738239,0.5192215326823161,0.4969848929180055,0.4389342522761045,0.3854558173321515,0.3764231816873418,0.3830487273233638,0.38791385104541376,0.40901475064415516,0.34835497054949516,0.28072991244829504,0.2446987163642318,0.20248375432761023,0.18644442954385843,0.31062411975026427,0.3696722423711406,0.39636484454894527,0.38812240874846415,0.41649797590464166,0.43035838258222475,0.4104798988086854,0.3843141313163857,0.35752239121008633,0.38072229638782523,0.40085701912961375,0.33264887038805874,0.2129179593478011,0.26467118270360196,0.37338938880658595,0.34457569129740806,0.33312048327375987,0.3018352903932723,0.2868129963240359,0.29555619435637726,0.28350680938750794,0.27345592317324646,0.25783170745721223,0.2748644977150796,0.28335889035570305,0.2622211130317478,0.23723380944888656,0.21736822653921972,0.22515371504521792,0.21777410262072194,0.2038122031975147,0.1882260287567259,0.18023707737799732,0.18151732768035128,0.17911196838090065,0.18514547788281266,0.18782570593202808,0.2041787482010105,0.21353903343803804,0.2773141627510785,0.38695577395652053,0.472967734475613,0.4974469390984262,0.49835630955622473,0.5086352027527612,0.4809134216288949,0.45681350426132067,0.42378214396437414,0.34479806792840406,0.29573465210655214,0.2664834209610827,0.2394543518579605,0.2423552120502186,0.2281990357542394,0.23067966094168807,0.22898610951079595,0.22724882439880306,0.22969489358032047,0.24493639128837424,0.22510337297331495,0.21778768091852518,0.22674641505726417,0.2389767953992521,0.24301148528982708,0.25144921279467236,0.25896658793226024,0.26661689108831926,0.2667726234063811,0.27033422049722744,0.2611507404419987,0.26186771072864706,0.2630324003002507,0.262056265816931,0.26347816784415495,0.2635453358201032,0.26748897688007917,0.0,1.0
0.27165252479257035,0.25792963807331337,0.25952355464432164,0.26122277011236583,0.24953589985452207,0.25411195447079676,0.2704649022667784,0.267252849639795,0.27348332046099083,0.26068835356650355,0.25814826367892196,0.25803764686660724,0.2779320837609197,0.3307173081427269,0.35086737900117,0.3238755370011039,0.32443581432560276,0.26396173017628494,0.24913450503370893,0.2655247858977996,0.2565949244177094,0.46870152926919634,0.5707072347357993,0.601985951922166,0.5370783185883683,0.5609172036433823,0.5620671508580196,0.5388770076252948,0.5547036035419637,0.5704082392848812,0.5741690591244392,0.5558631963848144,0.5042279980054496,0.4262409584758696,0.43811040453388483,0.4837916689941668,0.5149663606635939,0.5197702166553029,0.4773153732867474,0.4147867378297503,0.4102203662828693,0.38604532383245804,0.38432237457936025,0.3645076506542999,0.33288406770060264,0.3172990940961009,0.2810445118366721,0.1841277613395117,0.2459955770022313,0.4203202731458361,0.533395324408506,0.5556820596086852,0.5594185403511649,0.5218860626206024,0.468198191304693,0.40574382221601113,0.36455360555276006,0.31014943380457227,0.2618550234836402,0.19845594852828613,0.14555616563310048,0.38190530551486135,0.5259459491245462,0.5844686854871295,0.6079632920101596,0.5550105023190781,0.46162143416816936,0.3920434408558185,0.37625974165808557,0.3906329618878265,0.42200996139489555,0.4466515037442621,0.4580185197913522,0.49039571263444814,0.5057254969399012,0.5209622945464831,0.5448589293345873,0.5623562042635762,0.5682695827271654,0.5323325944777466,0.4393266727027783,0.38771162243347745,0.4173469923406013,0.4525304344209551,0.47403471116861473,0.4575583236151781,0.42699881122792527,0.40408622381087017,0.36894028500288306,0.3369437513274919,0.301458717999765,0.28624484221800667,0.25107882524592107,0.25449643583040155,0.3480940357858722,0.3782145867159802,0.43266014483780746,0.4648862732298978,0.48058504073133357,0.4941941892807106,0.47292909780364606,0.42184872352252273,0.35986887243670873,0.39217315564534405,0.4448773767323262,0.48736145789701746,0.4641900700773858,0.36287687966462884,0.2892827357714169,0.2688158102651533,0.2513594691799292,0.2481556272577511,0.25402725171539947,0.22263673485412627,0.21316228826544825,0.42630778993638657,0.5703873559342999,0.6038115853210758,0.5581361864761251,0.4932312225155714,0.4680365381811931,0.4461642971966948,0.42013222796595506,0.39114823810883603,0.394922847617802,0.4326749675803409,0.4715299314040393,0.49460512526212336,0.48975995043115017,0.5027236026546487,0.0,1.0
0.36100112602643036,0.3459193024972974,0.34851116879012634,0.35058784874877247,0.33601119220831,0.3414885826952669,0.36677851456017513,0.4269746385790759,0.41437200755834075,0.3504277336503211,0.397544135424879,0.39189061420415283,0.33081670181129175,0.3256558016757399,0.3270175254758027,0.3213809281073429,0.3269187638477524,0.3159023867490299,0.3217581877355661,0.33636062488415486,0.3061944902334654,0.4026476325619646,0.5115215642017452,0.559625539818879,0.4947699850199357,0.5012121470147135,0.4695585751285375,0.4706034703561254,0.4904801840298274,0.5378787599166518,0.5384158793256799,0.45482114594372786,0.4694073071682642,0.5563256991469013,0.6048085412028754,0.6263376863049963,0.602837546177657,0.5473119762249861,0.5239455170186305,0.5719395865117585,0.652432953438467,0.6726119737138149,0.6311873171119456,0.6357536213431737,0.6222889338780991,0.617966863551289,0.5810604280417424,0.5330937717448877,0.5107084925631651,0.4637185360499537,0.46411454977786115,0.45681625862974506,0.4407682742686171,0.4509677121053727,0.45661532567510077,0.4251843989143006,0.37534421640663673,0.29509245895808367,0.27256409312324337,0.2623043410854225,0.2195044944957124,0.18382397009001716,0.17532746922301523,0.18281423217112464,0.19435307091731296,0.16819146035663474,0.15404468047323483,0.13962933020594642,0.15821988051270436,0.16639340124145052,0.1655058438268383,0.1268721927746097,0.13048138907966034,0.2997861627787781,0.44061285872829004,0.5171768307326461,0.5279881386283003,0.5136782921412393,0.5516413820179747,0.5846364699832719,0.5932502917005311,0.5434199448484112,0.4500816072147236,0.48478378598212424,0.5535945337228083,0.5442072351393125,0.4344975035465559,0.37046077073951883,0.48240602654550885,0.5199300592930908,0.5013361669071713,0.5145887183879938,0.49711137959576,0.48348454012551406,0.46423458828298375,0.4271050266201093,0.39135119505915195,0.36917140413334265,0.35350647030188,0.33857883288766727,0.33548935042862754,0.32672931195261495,0.2997585736141487,0.28705742986233207,0.27421445285511625,0.2603572686801481,0.26546059120651466,0.2513781517091585,0.2544016921217132,0.25773773740774725,0.25573128518964133,0.26179079170167974,0.27523294134972104,0.2533505889115255,0.2498252514267214,0.2585114336608105,0.2682609341275689,0.27324971226681705,0.28260953759148066,0.290822075909828,0.29839996878059954,0.30395544059903445,0.30782159275435705,0.2972028779864675,0.2984158874999186,0.30375486708903426,0.2997198304337507,0.30058699818107576,0.30339161176234253,0.3063339711278143,0.0,1.0
0.4298262332651161,0.415144011549899,0.41894611082408617,0.4217262012289804,0.4034282939120116,0.4099289568764933,0.43374412349029984,0.428759762317498,0.4289923955483113,0.41834187931698164,0.4158442330097021,0.4145673888356819,0.39209969529510613,0.38893426994987873,0.388617838133727,0.382731069320375,0.3887955021422813,0.3777878829274743,0.3838792016598369,0.40668915012095475,0.36755902160032666,0.5528091356566012,0.6062672046084231,0.5906591422388434,0.5161192938511439,0.5169274229338483,0.5361686460393574,0.544521950138421,0.5445408979742625,0.5403286403178538,0.46200257715782433,0.4349255302951592,0.5500749314440372,0.5736793540508115,0.5279617389903684,0.4517813599668712,0.4696938390019846,0.4964428042031836,0.4375109443725808,0.36118721015705557,0.6374801154393523,0.6978777304782039,0.6355150364291281,0.5446345133678699,0.4958423370029844,0.4558492204852185,0.45912884688874467,0.49418741024989565,0.5226565730067914,0.43885597298951196,0.38698693509745985,0.502195385203308,0.5059555984534971,0.4760852639562053,0.5128932021543054,0.46453354196263597,0.4180808593713281,0.3406517118282535,0.301197081065229,0.29231859896857654,0.25068480049349384,0.221466353505535,0.2154954385037512,0.22515962761443536,0.23563823934603684,0.214602670833468,0.19677950675634992,0.18836902574952702,0.20551987531729282,0.21043739354977442,0.23639702117673456,0.35552207013758597,0.439400101599957,0.4886449356163778,0.5182669980289254,0.5333362376994657,0.5594943650145374,0.5888307939988575,0.5444809874073581,0.4743108829039291,0.5220803139265406,0.5453749803613341,0.5058683077353796,0.3829104775411323,0.41336229092494714,0.4908155260121667,0.492415073709056,0.49775913330802884,0.48861688080127924,0.4881251744441599,0.4895724764689324,0.49195145865862117,0.4440893339006393,0.39949279994290227,0.36664378531150704,0.34291164991550627,0.32819279981446936,0.325873206621151,0.31935780837044814,0.30194984877033865,0.3046974316040852,0.3185878565543691,0.3143882303063028,0.31816418376949374,0.31586837462845474,0.30953576463959875,0.3173061936833378,0.30186975232483876,0.30628065795011267,0.30747415955453145,0.30694687128072723,0.31412099148569894,0.3297834023163751,0.3039889063628124,0.29535453411734025,0.30953972625970133,0.32124138316544326,0.32772963908698993,0.34012389245855745,0.3481633837256014,0.354540318062137,0.36142819252210057,0.36604450746557293,0.353766833520061,0.3545446040776214,0.35613376352632237,0.35226889543713635,0.3541123520484995,0.35404240693717415,0.3593402285382485,0.0,1.0
0.4611425154984878,0.4464672519182552,0.4499839530429075,0.45597614718385193,0.4513418542208486,0.4607088515356655,0.49378821200398665,0.509591040330762,0.551876662458044,0.5751664403088892,0.5771754743601185,0.6028071679986984,0.5889630428101228,0.5915243044070115,0.5835417161033147,0.5844308937623659,0.5902300621571868,0.5712303893040109,0.5479462945460789,0.519924277121396,0.432799612227494,0.352585287645617,0.4204500740163536,0.5704169239925859,0.5722312896036319,0.6041403423850233,0.5705470753164664,0.5023155253172783,0.49906576355116483,0.5225511213367285,0.45908118052902214,0.45327454218998214,0.5536561280082284,0.5516651203502202,0.6016872179872887,0.618089887228328,0.582842710584131,0.5878592163689416,0.6238806856670218,0.6544577235102262,0.6285216695562532,0.5803360597866257,0.5457707768389505,0.5499002480378209,0.5859103496745567,0.596676425004305,0.6187140550244441,0.5706993345858556,0.5436405940817961,0.5403735623919816,0.5374166050762185,0.4856198572835506,0.38236144688622764,0.32463019966231454,0.32096454870495394,0.42319231881970043,0.5151243565595041,0.5515080201301079,0.5959552974325284,0.607834352113404,0.5358838592344397,0.40869319796810266,0.41977872944138894,0.4940812404366394,0.5276396395515512,0.46889566090911833,0.39926572524318527,0.5542162891919482,0.6238379822706508,0.5569403303430972,0.49579828473484,0.4343622214692008,0.4068125838608694,0.39216193079689887,0.4059912675329991,0.46715078739668875,0.48514525943604364,0.47124375500758797,0.4640036043105652,0.47918210846790377,0.49379445548222206,0.5021892541556284,0.4977378306521905,0.4773826608265975,0.4489371135443785,0.39561221828939996,0.3636769780749658,0.35895113352308833,0.34049020739326824,0.3314353365827317,0.31280494099287426,0.32009516175604175,0.3059156723738914,0.298451717684943,0.2933662200902755,0.28889220024909956,0.28761401854735846,0.29915909822239434,0.30779738616766117,0.30337728470246067,0.3140906000264408,0.3376205845827905,0.33516970335711993,0.34147614927543435,0.33954909490836593,0.33481859033896977,0.34136337584229404,0.3252220231943776,0.32969078671006474,0.3335238390785397,0.33098316869383365,0.3420484584560687,0.3554375668240785,0.32868316179170654,0.31925517044552765,0.334870858616413,0.3471318757547748,0.35421443382996853,0.36571028684218443,0.3754624225806116,0.38245229242743933,0.38941499641648136,0.39352259333378425,0.3801973909115838,0.3806827858118676,0.3823759203701162,0.377421198497103,0.3794690639262595,0.3795658012353408,0.3852455499360961,0.0,0.0
0.8734194920371188,0.8611248773186283,0.8689365780990057,0.8730424300778338,0.837835770027727,0.8504015109135281,0.8984925032809306,0.8865368538899132,0.8703531662698218,0.8647618898658623,0.8589782093935878,0.8575895823182884,0.8114911263559051,0.7920907910587063,0.7798380112714034,0.7769510671292306,0.7780946402986798,0.7792709695891133,0.7963432936127277,0.8610139252831577,0.7788880474109616,0.6923514392239729,0.6572788667205657,0.7350730689741609,0.7111310341701791,0.7614507117955636,0.7363194044470268,0.7380405165838014,0.7325595915358107,0.8197974891914913,0.8094644836174761,0.7698579892251918,0.7755835700906735,0.7400274605562819,0.7974945118507888,0.7867814540690345,0.7258168977296207,0.7136887487471106,0.7537378459700248,0.8751594525174811,0.871687113854057,0.8117892837929396,0.7413990262727229,0.7198852643237109,0.7130282225707137,0.7182867644008802,0.7866958195632447,0.7344465871466072,0.7374246754961797,0.7016017283431317,0.7594967974075354,0.8095069820482649,0.8107953224256443,0.7673346677838321,0.7125757572987769,0.6569895592444279,0.6544075909752811,0.6759563275833456,0.7713110078877383,0.7997067249235306,0.8213427784667013,0.8065130585508398,0.7325672293394103,0.7011127110632445,0.7505810157379946,0.7559086058024693,0.7425165832875434,0.67493468294702,0.6138231169404087,0.5968773168084123,0.7037460127314725,0.8249729032473008,0.8018694795440227,0.7476978405722572,0.7412963707983962,0.769471120045129,0.7506868646072831,0.7288954220026771,0.7203559469001146,0.7102131363428434,0.7117789479138659,0.7085252261644409,0.7327633086337488,0.7741240068080323,0.8051443235633684,0.7742205925003067,0.7165496549651756,0.7763163751469095,0.7997409331096639,0.77479526418171,0.7816749357750733,0.8092843861859804,0.7928706128885837,0.7783902503648783,0.7284069238838908,0.7114202022368693,0.702456947721552,0.6987051980195544,0.6982797927090173,0.6640087142740467,0.6596858646909001,0.6711031694364744,0.6542379500440476,0.6630223203792459,0.6605201032492313,0.6568500774330761,0.6665273093779529,0.635516923551924,0.6399649535479948,0.6442377585662473,0.6442481089842329,0.6623092680210093,0.6770783046285442,0.6325648991841402,0.6179398833634138,0.6542295695780707,0.6696731941747016,0.681351956728987,0.7049395915481022,0.7186844127115426,0.72077691171859,0.7343766103861139,0.7441810407123565,0.718900587012151,0.720874276074144,0.7240804550621709,0.7077342361733917,0.7115743608962777,0.711755761161617,0.72240633570378,1.0,0.0
